"cowcode","stateabb","statename","ethnicity_relevant","year_from","year_to","group_name","size","status","warid","warid2","groupid","cowgroupid","markertype","serialid"
"710","CHN","China","Yes","1951","1958","Bonan","1-04","POWERLESS",,,"4000","71004000","Ethno-Religious","2125"
"710","CHN","China","Yes","1951","1958","Nu","1-04","POWERLESS",,,"29000","71029000","Ethno-Regional","2126"
"710","CHN","China","Yes","1959","1965","Chinese (Han)","0.565","MONOPOLY",,,"6000","71006000","Ethno-Linguistic","2127"
"710","CHN","China","Yes","1959","1965","Zhuang","0.067","POWERLESS",,,"48000","71048000","Ethno-Linguistic","2128"
"710","CHN","China","Yes","1959","1965","Manchu","0.045","POWERLESS",,,"23000","71023000","Ethno-Regional","2129"
"710","CHN","China","Yes","1959","1965","Hui","0.041","POWERLESS",,,"14000","71014000","Ethno-Religious","2130"
"710","CHN","China","Yes","1959","1965","Miao","0.037","POWERLESS",,,"25000","71025000","Mixed Category","2131"
"710","CHN","China","Yes","1959","1965","Uyghur","0.035","POWERLESS",,,"41000","71041000","Ethno-Religious","2132"
"710","CHN","China","Yes","1959","1965","Tujia","0.034","POWERLESS",,,"40000","71040000","Ethno-Linguistic","2133"
"710","CHN","China","Yes","1959","1965","Yi","0.032","POWERLESS",,,"46000","71046000","Ethno-Linguistic","2134"
"710","CHN","China","Yes","1959","1965","Mongolians","0.024","POWERLESS",,,"26000","71026000","Mixed Category","2135"
"710","CHN","China","Yes","1959","1965","Tibetans","0.023","POWERLESS","13900",,"38000","71038000","Ethno-Religious","2136"
"710","CHN","China","Yes","1959","1965","Bouyei","0.012","POWERLESS",,,"5000","71005000","Ethno-Linguistic","2137"
"710","CHN","China","Yes","1959","1965","Dong","0.012","POWERLESS",,,"9000","71009000","Ethno-Linguistic","2138"
"710","CHN","China","Yes","1959","1965","Yao","0.011","POWERLESS",,,"45000","71045000","Ethno-Linguistic","2139"
"710","CHN","China","Yes","1959","1965","Koreans","0.008","POWERLESS",,,"19000","71019000","Ethno-Regional","2140"
"710","CHN","China","Yes","1959","1965","Bai","0.0077","POWERLESS",,,"2000","71002000","Ethno-Linguistic","2141"
"710","CHN","China","Yes","1959","1965","Hani","0.006","POWERLESS",,,"13000","71013000","Ethno-Linguistic","2142"
"710","CHN","China","Yes","1959","1965","Li","0.0052","POWERLESS",,,"21000","71021000","Ethno-Linguistic","2143"
"710","CHN","China","Yes","1959","1965","Kazakhs","0.0052","POWERLESS",,,"17000","71017000","Mixed Category","2144"
"710","CHN","China","Yes","1959","1965","Dai","0.0048","POWERLESS",,,"7000","71007000","Ethno-Regional","2145"
"710","CHN","China","Yes","1959","1965","She","0.003","POWERLESS",,,"34000","71034000","Ethno-Cultural","2146"
"710","CHN","China","Yes","1959","1965","Lisu","0.0026","POWERLESS",,,"22000","71022000","Mixed Category","2147"
"710","CHN","China","Yes","1959","1965","Gelo","0.0024","POWERLESS",,,"12000","71012000","Ethno-Religious","2148"
"710","CHN","China","Yes","1959","1965","Dongxiang","0.0021","POWERLESS",,,"10000","71010000","Ethno-Religious","2149"
"710","CHN","China","Yes","1959","1965","Lahu","0.0019","POWERLESS",,,"20000","71020000","Ethno-Linguistic","2150"
"710","CHN","China","Yes","1959","1965","Shui","0.0017","POWERLESS",,,"35000","71035000","Ethno-Linguistic","2151"
"710","CHN","China","Yes","1959","1965","Wa","0.0017","POWERLESS",,,"43000","71043000","Ethno-Linguistic","2152"
"710","CHN","China","Yes","1959","1965","Naxi","0.0013","POWERLESS",,,"28000","71028000","Ethno-Linguistic","2153"
"710","CHN","China","Yes","1959","1965","Qiang","0.0013","POWERLESS",,,"31000","71031000","Ethno-Religious","2154"
"710","CHN","China","Yes","1959","1965","Tu","0.001","POWERLESS",,,"39000","71039000","Ethno-Linguistic","2155"
"710","CHN","China","Yes","1959","1965","Mulao","9-04","POWERLESS",,,"27000","71027000","Ethno-Linguistic","2156"
"710","CHN","China","Yes","1959","1965","Xibe","8-04","POWERLESS",,,"44000","71044000","Mixed Category","2157"
"710","CHN","China","Yes","1959","1965","Kirgiz","7-04","POWERLESS",,,"18000","71018000","Ethno-Religious","2158"
"710","CHN","China","Yes","1959","1965","Daur","6-04","POWERLESS",,,"8000","71008000","Mixed Category","2159"
"710","CHN","China","Yes","1959","1965","Blang","4-04","POWERLESS",,,"3000","71003000","Ethno-Linguistic","2160"
"710","CHN","China","Yes","1959","1965","Salar","4-04","POWERLESS",,,"33000","71033000","Ethno-Religious","2161"
"710","CHN","China","Yes","1959","1965","Maonan","4-04","POWERLESS",,,"24000","71024000","Ethno-Linguistic","2162"
"710","CHN","China","Yes","1959","1965","Tajiks","2-04","POWERLESS",,,"37000","71037000","Ethno-Linguistic","2163"
"710","CHN","China","Yes","1959","1965","Jing","1-04","POWERLESS",,,"15000","71015000","Ethno-Cultural","2164"
"710","CHN","China","Yes","1959","1965","Yugur","1-04","POWERLESS",,,"47000","71047000","Ethno-Linguistic","2165"
"710","CHN","China","Yes","1959","1965","Bonan","1-04","POWERLESS",,,"4000","71004000","Ethno-Religious","2166"
"710","CHN","China","Yes","1959","1965","Achang","1-04","POWERLESS",,,"1000","71001000","Ethno-Linguistic","2167"
"710","CHN","China","Yes","1959","1965","Evenk","1-04","POWERLESS",,,"11000","71011000","Mixed Category","2168"
"710","CHN","China","Yes","1959","1965","Pumi","1-04","POWERLESS",,,"30000","71030000","Ethno-Linguistic","2169"
"710","CHN","China","Yes","1959","1965","Jinuo","1-04","POWERLESS",,,"16000","71016000","Ethno-Linguistic","2170"
"710","CHN","China","Yes","1959","1965","Nu","1-04","POWERLESS",,,"29000","71029000","Ethno-Regional","2171"
"710","CHN","China","Yes","1959","1965","Russians","1-04","POWERLESS",,,"32000","71032000","Mixed Category","2172"
"710","CHN","China","Yes","1959","1965","Uzbeks","1-04","POWERLESS",,,"42000","71042000","Ethno-Religious","2173"
"710","CHN","China","Yes","1966","1976","Chinese (Han)","0.565","MONOPOLY",,,"6000","71006000","Ethno-Linguistic","2174"
"710","CHN","China","Yes","1966","1976","Zhuang","0.067","IRRELEVANT",,,"48000","71048000","Ethno-Linguistic","2175"
"710","CHN","China","Yes","1966","1976","Manchu","0.045","IRRELEVANT",,,"23000","71023000","Ethno-Regional","2176"
"710","CHN","China","Yes","1966","1976","Hui","0.041","IRRELEVANT",,,"14000","71014000","Ethno-Religious","2177"
"710","CHN","China","Yes","1966","1976","Miao","0.037","IRRELEVANT",,,"25000","71025000","Mixed Category","2178"
"710","CHN","China","Yes","1966","1976","Uyghur","0.035","IRRELEVANT",,,"41000","71041000","Ethno-Religious","2179"
"710","CHN","China","Yes","1966","1976","Tujia","0.034","IRRELEVANT",,,"40000","71040000","Ethno-Linguistic","2180"
"710","CHN","China","Yes","1966","1976","Yi","0.032","IRRELEVANT",,,"46000","71046000","Ethno-Linguistic","2181"
"710","CHN","China","Yes","1966","1976","Mongolians","0.024","IRRELEVANT",,,"26000","71026000","Mixed Category","2182"
"710","CHN","China","Yes","1966","1976","Tibetans","0.023","IRRELEVANT",,,"38000","71038000","Ethno-Religious","2183"
"710","CHN","China","Yes","1966","1976","Bouyei","0.012","IRRELEVANT",,,"5000","71005000","Ethno-Linguistic","2184"
"710","CHN","China","Yes","1966","1976","Dong","0.012","IRRELEVANT",,,"9000","71009000","Ethno-Linguistic","2185"
"710","CHN","China","Yes","1966","1976","Yao","0.011","IRRELEVANT",,,"45000","71045000","Ethno-Linguistic","2186"
"710","CHN","China","Yes","1966","1976","Koreans","0.008","IRRELEVANT",,,"19000","71019000","Ethno-Regional","2187"
"710","CHN","China","Yes","1966","1976","Bai","0.0077","IRRELEVANT",,,"2000","71002000","Ethno-Linguistic","2188"
"710","CHN","China","Yes","1966","1976","Hani","0.006","IRRELEVANT",,,"13000","71013000","Ethno-Linguistic","2189"
"710","CHN","China","Yes","1966","1976","Li","0.0052","IRRELEVANT",,,"21000","71021000","Ethno-Regional","2190"
"710","CHN","China","Yes","1966","1976","Kazakhs","0.0052","IRRELEVANT",,,"17000","71017000","Ethno-Cultural","2191"
"710","CHN","China","Yes","1966","1976","Dai","0.0048","IRRELEVANT",,,"7000","71007000","Mixed Category","2192"
"710","CHN","China","Yes","1966","1976","She","0.003","IRRELEVANT",,,"34000","71034000","Ethno-Religious","2193"
"710","CHN","China","Yes","1966","1976","Lisu","0.0026","IRRELEVANT",,,"22000","71022000","Ethno-Religious","2194"
"710","CHN","China","Yes","1966","1976","Gelo","0.0024","IRRELEVANT",,,"12000","71012000","Ethno-Linguistic","2195"
"710","CHN","China","Yes","1966","1976","Dongxiang","0.0021","IRRELEVANT",,,"10000","71010000","Ethno-Religious","2196"
"710","CHN","China","Yes","1966","1976","Lahu","0.0019","IRRELEVANT",,,"20000","71020000","Ethno-Linguistic","2197"
"710","CHN","China","Yes","1966","1976","Wa","0.0017","IRRELEVANT",,,"43000","71043000","Ethno-Linguistic","2198"
"710","CHN","China","Yes","1966","1976","Shui","0.0017","IRRELEVANT",,,"35000","71035000","Ethno-Linguistic","2199"
"710","CHN","China","Yes","1966","1976","Qiang","0.0013","IRRELEVANT",,,"31000","71031000","Ethno-Religious","2200"
"710","CHN","China","Yes","1966","1976","Naxi","0.0013","IRRELEVANT",,,"28000","71028000","Ethno-Linguistic","2201"
"710","CHN","China","Yes","1966","1976","Tu","0.001","IRRELEVANT",,,"39000","71039000","Ethno-Linguistic","2202"
"710","CHN","China","Yes","1966","1976","Mulao","9-04","IRRELEVANT",,,"27000","71027000","Ethno-Linguistic","2203"
"710","CHN","China","Yes","1966","1976","Xibe","8-04","IRRELEVANT",,,"44000","71044000","Mixed Category","2204"
"710","CHN","China","Yes","1966","1976","Kirgiz","7-04","IRRELEVANT",,,"18000","71018000","Ethno-Religious","2205"
"710","CHN","China","Yes","1966","1976","Daur","6-04","IRRELEVANT",,,"8000","71008000","Mixed Category","2206"
"710","CHN","China","Yes","1966","1976","Maonan","4-04","IRRELEVANT",,,"24000","71024000","Ethno-Linguistic","2207"
"710","CHN","China","Yes","1966","1976","Salar","4-04","IRRELEVANT",,,"33000","71033000","Ethno-Religious","2208"
"710","CHN","China","Yes","1966","1976","Blang","4-04","IRRELEVANT",,,"3000","71003000","Ethno-Linguistic","2209"
"710","CHN","China","Yes","1966","1976","Tajiks","2-04","IRRELEVANT",,,"37000","71037000","Ethno-Linguistic","2210"
"710","CHN","China","Yes","1966","1976","Russians","1-04","IRRELEVANT",,,"32000","71032000","Ethno-Linguistic","2211"
"710","CHN","China","Yes","1966","1976","Evenk","1-04","IRRELEVANT",,,"11000","71011000","Mixed Category","2212"
"710","CHN","China","Yes","1966","1976","Yugur","1-04","IRRELEVANT",,,"47000","71047000","Ethno-Linguistic","2213"
"710","CHN","China","Yes","1966","1976","Jing","1-04","IRRELEVANT",,,"15000","71015000","Ethno-Cultural","2214"
"710","CHN","China","Yes","1966","1976","Uzbeks","1-04","IRRELEVANT",,,"42000","71042000","Ethno-Religious","2215"
"710","CHN","China","Yes","1966","1976","Bonan","1-04","IRRELEVANT",,,"4000","71004000","Ethno-Religious","2216"
"710","CHN","China","Yes","1966","1976","Jinuo","1-04","IRRELEVANT",,,"16000","71016000","Ethno-Linguistic","2217"
"710","CHN","China","Yes","1966","1976","Pumi","1-04","IRRELEVANT",,,"30000","71030000","Ethno-Linguistic","2218"
"710","CHN","China","Yes","1966","1976","Achang","1-04","IRRELEVANT",,,"1000","71001000","Ethno-Linguistic","2219"
"710","CHN","China","Yes","1966","1976","Nu","1-04","IRRELEVANT",,,"29000","71029000","Ethno-Regional","2220"
"710","CHN","China","Yes","1977","1983","Chinese (Han)","0.565","MONOPOLY",,,"6000","71006000","Ethno-Linguistic","2221"
"710","CHN","China","Yes","1977","1983","Zhuang","0.067","POWERLESS",,,"48000","71048000","Ethno-Linguistic","2222"
"710","CHN","China","Yes","1977","1983","Manchu","0.045","POWERLESS",,,"23000","71023000","Ethno-Regional","2223"
"710","CHN","China","Yes","1977","1983","Hui","0.041","POWERLESS",,,"14000","71014000","Ethno-Religious","2224"
"710","CHN","China","Yes","1977","1983","Miao","0.037","POWERLESS",,,"25000","71025000","Mixed Category","2225"
"710","CHN","China","Yes","1977","1983","Uyghur","0.035","POWERLESS",,,"41000","71041000","Ethno-Religious","2226"
"710","CHN","China","Yes","1977","1983","Tujia","0.034","POWERLESS",,,"40000","71040000","Ethno-Linguistic","2227"
"710","CHN","China","Yes","1977","1983","Yi","0.032","POWERLESS",,,"46000","71046000","Ethno-Linguistic","2228"
"710","CHN","China","Yes","1977","1983","Mongolians","0.024","POWERLESS",,,"26000","71026000","Mixed Category","2229"
"710","CHN","China","Yes","1977","1983","Tibetans","0.023","REGIONAL AUTONOMY",,,"38000","71038000","Ethno-Religious","2230"
"710","CHN","China","Yes","1977","1983","Bouyei","0.012","POWERLESS",,,"5000","71005000","Ethno-Linguistic","2231"
"710","CHN","China","Yes","1977","1983","Dong","0.012","POWERLESS",,,"9000","71009000","Ethno-Linguistic","2232"
"710","CHN","China","Yes","1977","1983","Yao","0.011","POWERLESS",,,"45000","71045000","Ethno-Linguistic","2233"
"710","CHN","China","Yes","1977","1983","Koreans","0.008","POWERLESS",,,"19000","71019000","Ethno-Regional","2234"
"710","CHN","China","Yes","1977","1983","Bai","0.0077","POWERLESS",,,"2000","71002000","Ethno-Linguistic","2235"
"710","CHN","China","Yes","1977","1983","Hani","0.006","POWERLESS",,,"13000","71013000","Ethno-Linguistic","2236"
"710","CHN","China","Yes","1977","1983","Li","0.0052","POWERLESS",,,"21000","71021000","Ethno-Linguistic","2237"
"710","CHN","China","Yes","1977","1983","Kazakhs","0.0052","POWERLESS",,,"17000","71017000","Mixed Category","2238"
"710","CHN","China","Yes","1977","1983","Dai","0.0048","POWERLESS",,,"7000","71007000","Ethno-Regional","2239"
"710","CHN","China","Yes","1977","1983","She","0.003","POWERLESS",,,"34000","71034000","Ethno-Cultural","2240"
"710","CHN","China","Yes","1977","1983","Lisu","0.0026","POWERLESS",,,"22000","71022000","Mixed Category","2241"
"710","CHN","China","Yes","1977","1983","Gelo","0.0024","POWERLESS",,,"12000","71012000","Ethno-Religious","2242"
"710","CHN","China","Yes","1977","1983","Dongxiang","0.0021","POWERLESS",,,"10000","71010000","Ethno-Religious","2243"
"710","CHN","China","Yes","1977","1983","Lahu","0.0019","POWERLESS",,,"20000","71020000","Ethno-Linguistic","2244"
"710","CHN","China","Yes","1977","1983","Wa","0.0017","POWERLESS",,,"43000","71043000","Ethno-Linguistic","2245"
"710","CHN","China","Yes","1977","1983","Shui","0.0017","POWERLESS",,,"35000","71035000","Ethno-Linguistic","2246"
"710","CHN","China","Yes","1977","1983","Qiang","0.0013","POWERLESS",,,"31000","71031000","Ethno-Religious","2247"
"710","CHN","China","Yes","1977","1983","Naxi","0.0013","POWERLESS",,,"28000","71028000","Ethno-Linguistic","2248"
"710","CHN","China","Yes","1977","1983","Tu","0.001","POWERLESS",,,"39000","71039000","Ethno-Linguistic","2249"
"710","CHN","China","Yes","1977","1983","Mulao","9-04","POWERLESS",,,"27000","71027000","Ethno-Linguistic","2250"
"710","CHN","China","Yes","1977","1983","Xibe","8-04","POWERLESS",,,"44000","71044000","Mixed Category","2251"
"710","CHN","China","Yes","1977","1983","Kirgiz","7-04","POWERLESS",,,"18000","71018000","Ethno-Religious","2252"
"710","CHN","China","Yes","1977","1983","Daur","6-04","POWERLESS",,,"8000","71008000","Mixed Category","2253"
"710","CHN","China","Yes","1977","1983","Blang","4-04","POWERLESS",,,"3000","71003000","Ethno-Linguistic","2254"
"710","CHN","China","Yes","1977","1983","Salar","4-04","POWERLESS",,,"33000","71033000","Ethno-Religious","2255"
"710","CHN","China","Yes","1977","1983","Maonan","4-04","POWERLESS",,,"24000","71024000","Ethno-Linguistic","2256"
"710","CHN","China","Yes","1977","1983","Tajiks","2-04","POWERLESS",,,"37000","71037000","Ethno-Linguistic","2257"
"710","CHN","China","Yes","1977","1983","Pumi","1-04","POWERLESS",,,"30000","71030000","Ethno-Linguistic","2258"
"710","CHN","China","Yes","1977","1983","Achang","1-04","POWERLESS",,,"1000","71001000","Ethno-Linguistic","2259"
"710","CHN","China","Yes","1977","1983","Yugur","1-04","POWERLESS",,,"47000","71047000","Ethno-Linguistic","2260"
"710","CHN","China","Yes","1977","1983","Uzbeks","1-04","POWERLESS",,,"42000","71042000","Ethno-Religious","2261"
"710","CHN","China","Yes","1977","1983","Evenk","1-04","POWERLESS",,,"11000","71011000","Mixed Category","2262"
"710","CHN","China","Yes","1977","1983","Jinuo","1-04","POWERLESS",,,"16000","71016000","Ethno-Linguistic","2263"
"710","CHN","China","Yes","1977","1983","Bonan","1-04","POWERLESS",,,"4000","71004000","Ethno-Religious","2264"
"710","CHN","China","Yes","1977","1983","Jing","1-04","POWERLESS",,,"15000","71015000","Ethno-Cultural","2265"
"710","CHN","China","Yes","1977","1983","Russians","1-04","POWERLESS",,,"32000","71032000","Mixed Category","2266"
"710","CHN","China","Yes","1977","1983","Nu","1-04","POWERLESS",,,"29000","71029000","Ethno-Regional","2267"
"710","CHN","China","Yes","1984","2010","Chinese (Han)","0.565","MONOPOLY",,,"6000","71006000","Ethno-Linguistic","2268"
"710","CHN","China","Yes","1984","2010","Zhuang","0.067","REGIONAL AUTONOMY",,,"48000","71048000","Ethno-Linguistic","2269"
"710","CHN","China","Yes","1984","2010","Manchu","0.045","REGIONAL AUTONOMY",,,"23000","71023000","Ethno-Regional","2270"
"710","CHN","China","Yes","1984","2010","Hui","0.041","REGIONAL AUTONOMY",,,"14000","71014000","Ethno-Religious","2271"
"710","CHN","China","Yes","1984","2010","Miao","0.037","REGIONAL AUTONOMY",,,"25000","71025000","Mixed Category","2272"
"710","CHN","China","Yes","1984","2010","Uyghur","0.035","REGIONAL AUTONOMY",,,"41000","71041000","Ethno-Religious","2273"
"710","CHN","China","Yes","1984","2010","Tujia","0.034","REGIONAL AUTONOMY",,,"40000","71040000","Ethno-Linguistic","2274"
"710","CHN","China","Yes","1984","2010","Yi","0.032","REGIONAL AUTONOMY",,,"46000","71046000","Ethno-Linguistic","2275"
"710","CHN","China","Yes","1984","2010","Mongolians","0.024","REGIONAL AUTONOMY",,,"26000","71026000","Mixed Category","2276"
"710","CHN","China","Yes","1984","2010","Tibetans","0.023","REGIONAL AUTONOMY",,,"38000","71038000","Ethno-Religious","2277"
"710","CHN","China","Yes","1984","2010","Bouyei","0.012","REGIONAL AUTONOMY",,,"5000","71005000","Ethno-Linguistic","2278"
"710","CHN","China","Yes","1984","2010","Dong","0.012","REGIONAL AUTONOMY",,,"9000","71009000","Ethno-Linguistic","2279"
"710","CHN","China","Yes","1984","2010","Yao","0.011","REGIONAL AUTONOMY",,,"45000","71045000","Ethno-Linguistic","2280"
"710","CHN","China","Yes","1984","2010","Koreans","0.008","REGIONAL AUTONOMY",,,"19000","71019000","Ethno-Regional","2281"
"710","CHN","China","Yes","1984","2010","Bai","0.0077","REGIONAL AUTONOMY",,,"2000","71002000","Ethno-Linguistic","2282"
"710","CHN","China","Yes","1984","2010","Hani","0.006","REGIONAL AUTONOMY",,,"13000","71013000","Ethno-Linguistic","2283"
"710","CHN","China","Yes","1984","2010","Kazakhs","0.0052","REGIONAL AUTONOMY",,,"17000","71017000","Mixed Category","2284"
"710","CHN","China","Yes","1984","2010","Li","0.0052","REGIONAL AUTONOMY",,,"21000","71021000","Ethno-Linguistic","2285"
"710","CHN","China","Yes","1984","2010","Dai","0.0048","REGIONAL AUTONOMY",,,"7000","71007000","Ethno-Regional","2286"
"710","CHN","China","Yes","1984","2010","She","0.003","REGIONAL AUTONOMY",,,"34000","71034000","Ethno-Cultural","2287"
"710","CHN","China","Yes","1984","2010","Lisu","0.0026","REGIONAL AUTONOMY",,,"22000","71022000","Mixed Category","2288"
"710","CHN","China","Yes","1984","2010","Gelo","0.0024","REGIONAL AUTONOMY",,,"12000","71012000","Ethno-Religious","2289"
"710","CHN","China","Yes","1984","2010","Dongxiang","0.0021","REGIONAL AUTONOMY",,,"10000","71010000","Ethno-Religious","2290"
"710","CHN","China","Yes","1984","2010","Lahu","0.0019","REGIONAL AUTONOMY",,,"20000","71020000","Ethno-Linguistic","2291"
"710","CHN","China","Yes","1984","2010","Shui","0.0017","REGIONAL AUTONOMY",,,"35000","71035000","Ethno-Linguistic","2292"
"710","CHN","China","Yes","1984","2010","Wa","0.0017","REGIONAL AUTONOMY",,,"43000","71043000","Ethno-Linguistic","2293"
"710","CHN","China","Yes","1984","2010","Naxi","0.0013","REGIONAL AUTONOMY",,,"28000","71028000","Ethno-Linguistic","2294"
"710","CHN","China","Yes","1984","2010","Qiang","0.0013","REGIONAL AUTONOMY",,,"31000","71031000","Ethno-Religious","2295"
"710","CHN","China","Yes","1984","2010","Tu","0.001","REGIONAL AUTONOMY",,,"39000","71039000","Ethno-Linguistic","2296"
"710","CHN","China","Yes","1984","2010","Mulao","9-04","REGIONAL AUTONOMY",,,"27000","71027000","Ethno-Linguistic","2297"
"710","CHN","China","Yes","1984","2010","Xibe","8-04","REGIONAL AUTONOMY",,,"44000","71044000","Mixed Category","2298"
"710","CHN","China","Yes","1984","2010","Kirgiz","7-04","REGIONAL AUTONOMY",,,"18000","71018000","Ethno-Religious","2299"
"710","CHN","China","Yes","1984","2010","Daur","6-04","REGIONAL AUTONOMY",,,"8000","71008000","Mixed Category","2300"
"710","CHN","China","Yes","1984","2010","Blang","4-04","REGIONAL AUTONOMY",,,"3000","71003000","Ethno-Linguistic","2301"
"710","CHN","China","Yes","1984","2010","Maonan","4-04","REGIONAL AUTONOMY",,,"24000","71024000","Ethno-Linguistic","2302"
"710","CHN","China","Yes","1984","2010","Salar","4-04","REGIONAL AUTONOMY",,,"33000","71033000","Ethno-Religious","2303"
"710","CHN","China","Yes","1984","2010","Tajiks","2-04","REGIONAL AUTONOMY",,,"37000","71037000","Ethno-Linguistic","2304"
"710","CHN","China","Yes","1984","2010","Achang","1-04","REGIONAL AUTONOMY",,,"1000","71001000","Ethno-Linguistic","2305"
"710","CHN","China","Yes","1984","2010","Jing","1-04","REGIONAL AUTONOMY",,,"15000","71015000","Ethno-Cultural","2306"
"710","CHN","China","Yes","1984","2010","Pumi","1-04","REGIONAL AUTONOMY",,,"30000","71030000","Ethno-Linguistic","2307"
"710","CHN","China","Yes","1984","2010","Nu","1-04","REGIONAL AUTONOMY",,,"29000","71029000","Ethno-Regional","2308"
"710","CHN","China","Yes","1984","2010","Uzbeks","1-04","REGIONAL AUTONOMY",,,"42000","71042000","Ethno-Religious","2309"
"710","CHN","China","Yes","1984","2010","Yugur","1-04","REGIONAL AUTONOMY",,,"47000","71047000","Ethno-Linguistic","2310"
"710","CHN","China","Yes","1984","2010","Jinuo","1-04","REGIONAL AUTONOMY",,,"16000","71016000","Ethno-Linguistic","2311"
"710","CHN","China","Yes","1984","2010","Russians","1-04","REGIONAL AUTONOMY",,,"32000","71032000","Mixed Category","2312"
"710","CHN","China","Yes","1984","2010","Evenk","1-04","REGIONAL AUTONOMY",,,"11000","71011000","Mixed Category","2313"
"710","CHN","China","Yes","1984","2010","Bonan","1-04","REGIONAL AUTONOMY",,,"4000","71004000","Ethno-Religious","2314"
"712","MON","Mongolia","Yes","1946","2010","Mongols","0.86","DOMINANT",,,"3000","71203000","Ethno-Linguistic","2315"
"712","MON","Mongolia","Yes","1946","2010","Kazakh","0.07","REGIONAL AUTONOMY",,,"2000","71202000","Mixed Category","2316"
"713","TAW","Taiwan","Yes","1949","1971","Taiwanese","0.84","DISCRIMINATED",,,"3000","71303000","Ethno-Linguistic","2317"
"713","TAW","Taiwan","Yes","1949","1971","Mainland Chinese","0.14","DOMINANT",,,"2000","71302000","Ethno-Regional","2318"
"713","TAW","Taiwan","Yes","1949","1971","Aboriginal Taiwanese","0.02","POWERLESS",,,"1000","71301000","Ethno-Linguistic","2319"
"713","TAW","Taiwan","Yes","1972","1999","Taiwanese","0.84","JUNIOR PARTNER",,,"3000","71303000","Ethno-Linguistic","2320"
"713","TAW","Taiwan","Yes","1972","1999","Mainland Chinese","0.14","SENIOR PARTNER",,,"2000","71302000","Ethno-Regional","2321"
"713","TAW","Taiwan","Yes","1972","1999","Aboriginal Taiwanese","0.02","POWERLESS",,,"1000","71301000","Ethno-Linguistic","2322"
"713","TAW","Taiwan","Yes","2000","2007","Taiwanese","0.84","SENIOR PARTNER",,,"3000","71303000","Ethno-Linguistic","2323"
"713","TAW","Taiwan","Yes","2000","2007","Mainland Chinese","0.14","JUNIOR PARTNER",,,"2000","71302000","Ethno-Regional","2324"
"713","TAW","Taiwan","Yes","2000","2007","Aboriginal Taiwanese","0.02","POWERLESS",,,"1000","71301000","Ethno-Linguistic","2325"
"713","TAW","Taiwan","Yes","2008","2010","Taiwanese","0.84","JUNIOR PARTNER",,,"3000","71303000","Ethno-Linguistic","2326"
"713","TAW","Taiwan","Yes","2008","2010","Mainland Chinese","0.14","SENIOR PARTNER",,,"2000","71302000","Ethno-Regional","2327"
"713","TAW","Taiwan","Yes","2008","2010","Aboriginal Taiwanese","0.02","POWERLESS",,,"1000","71301000","Ethno-Linguistic","2328"
"731","PRK","North Korea","No","1948","2010","",,"",,,,,"","2329"
"732","ROK","South Korea","No","1949","2010","",,"",,,,,"","2330"
"740","JPN","Japan","Yes","1952","1958","Japanese","0.973","MONOPOLY",,,"3000","74003000","Ethno-Linguistic","2331"
"740","JPN","Japan","Yes","1952","1958","Burakumin","0.008","IRRELEVANT",,,"2000","74002000","Ethno-Professional","2332"
"740","JPN","Japan","Yes","1952","1958","Okinawans","0.008","IRRELEVANT",,,"5000","74005000","Ethno-Regional","2333"
"740","JPN","Japan","Yes","1952","1958","Koreans","0.006","DISCRIMINATED",,,"6000","74006000","Ethno-Regional","2334"
"740","JPN","Japan","Yes","1952","1958","Ainu","2-05","IRRELEVANT",,,"1000","74001000","Ethno-Racial","2335"
"740","JPN","Japan","Yes","1959","1971","Japanese","0.973","MONOPOLY",,,"3000","74003000","Ethno-Linguistic","2336"
"740","JPN","Japan","Yes","1959","1971","Burakumin","0.008","IRRELEVANT",,,"2000","74002000","Ethno-Professional","2337"
"740","JPN","Japan","Yes","1959","1971","Okinawans","0.008","IRRELEVANT",,,"5000","74005000","Ethno-Regional","2338"
"740","JPN","Japan","Yes","1959","1971","Koreans","0.006","POWERLESS",,,"6000","74006000","Ethno-Regional","2339"
"740","JPN","Japan","Yes","1959","1971","Ainu","2-05","IRRELEVANT",,,"1000","74001000","Ethno-Racial","2340"
"740","JPN","Japan","Yes","1972","1983","Japanese","0.973","MONOPOLY",,,"3000","74003000","Ethno-Linguistic","2341"
"740","JPN","Japan","Yes","1972","1983","Okinawans","0.008","REGIONAL AUTONOMY",,,"5000","74005000","Ethno-Regional","2342"
"740","JPN","Japan","Yes","1972","1983","Burakumin","0.008","IRRELEVANT",,,"2000","74002000","Ethno-Professional","2343"
"740","JPN","Japan","Yes","1972","1983","Koreans","0.006","POWERLESS",,,"6000","74006000","Ethno-Regional","2344"
"740","JPN","Japan","Yes","1972","1983","Ainu","2-05","DISCRIMINATED",,,"1000","74001000","Ethno-Racial","2345"
"740","JPN","Japan","Yes","1984","2010","Japanese","0.973","MONOPOLY",,,"3000","74003000","Ethno-Linguistic","2346"
"740","JPN","Japan","Yes","1984","2010","Okinawans","0.008","POWERLESS",,,"5000","74005000","Ethno-Regional","2347"
"740","JPN","Japan","Yes","1984","2010","Burakumin","0.008","DISCRIMINATED",,,"2000","74002000","Ethno-Professional","2348"
"740","JPN","Japan","Yes","1984","2010","Koreans","0.006","POWERLESS",,,"6000","74006000","Ethno-Regional","2349"
"740","JPN","Japan","Yes","1984","2010","Ainu","2-05","DISCRIMINATED",,,"1000","74001000","Ethno-Racial","2350"
